Store,Dept,Date,WeeklySales
1,55,2013-07-26,21550.45945945946
1,56,2012-11-02,1034.2162162162163
1,58,2012-11-09,3095.945945945946
1,59,2012-11-16,632.4864864864865
1,60,2012-11-23,998.6486486486486
1,67,2012-11-30,5977.054054054054
1,71,2012-12-07,2601.7837837837837
1,72,2012-12-14,46419.02702702703
1,74,2012-12-21,9828.027027027027
1,79,2012-12-28,42517.83783783784
1,80,2013-01-04,19480.594594594593
1,81,2013-01-11,30795.81081081081
1,82,2013-01-18,19871.027027027027
1,83,2013-01-25,5400.459459459459
1,85,2013-02-01,3070.2162162162163
1,87,2013-02-08,56837.7027027027
1,90,2013-02-15,92378.56756756757
1,91,2013-02-22,69806.51351351352
1,92,2013-03-01,153837.62162162163
1,93,2013-03-08,79575.32432432432
1,94,2013-03-15,63351.83783783784
1,95,2013-03-22,116406.21621621621
1,96,2013-03-29,32119.756756756757
1,97,2013-04-05,35368.13513513513
1,98,2013-04-12,12995.162162162162
1,99,2013-04-19,248.0810810810811
1,1,2013-04-26,19983.324324324323
1,2,2013-05-03,46684.83783783784
1,3,2013-05-10,9506.027027027027
1,4,2013-05-17,38480.62162162162
1,5,2013-05-24,29038.297297297297
1,6,2013-05-31,4512.0
1,7,2013-06-07,24303.486486486487
1,8,2013-06-14,35783.67567567567
1,9,2013-06-21,32437.27027027027
1,10,2013-06-28,30730.243243243243
1,11,2013-07-05,24193.486486486487
1,12,2013-07-12,7993.594594594595
1,13,2013-07-19,37339.83783783784
1,14,2013-07-26,17800.08108108108
1,16,2012-11-02,5397.216216216216
1,17,2012-11-09,9709.513513513513
1,18,2012-11-16,10689.702702702703
1,19,2012-11-23,922.3513513513514
1,20,2012-11-30,3040.945945945946
1,21,2012-12-07,8601.351351351352
1,22,2012-12-14,7394.0
1,23,2012-12-21,23233.675675675677
1,24,2012-12-28,6267.4324324324325
1,25,2013-01-04,10425.135135135135
1,26,2013-01-11,7568.081081081081
1,27,2013-01-18,1860.8648648648648
1,28,2013-01-25,871.5945945945946
1,29,2013-02-01,4853.216216216216
1,30,2013-02-08,2284.2702702702704
1,31,2013-02-15,1711.1891891891892
1,32,2013-02-22,6980.945945945946
1,33,2013-03-01,6316.243243243243
1,34,2013-03-08,12367.783783783783
1,35,2013-03-15,2644.7837837837837
1,36,2013-03-22,2040.1351351351352
1,37,2013-03-29,2601.810810810811
1,38,2013-04-05,82521.7027027027
1,40,2013-04-12,60501.35135135135
1,41,2013-04-19,1127.4594594594594
1,42,2013-04-26,7193.864864864865
1,44,2013-05-03,5712.243243243243
1,46,2013-05-10,18140.243243243243
1,48,2013-05-17,834.7567567567568
1,49,2013-05-24,10439.351351351352
1,52,2013-05-31,2222.4594594594596
1,54,2013-06-07,35.45945945945946
1,55,2013-06-14,17781.756756756757
1,56,2013-06-21,967.0540540540541
1,58,2013-06-28,2806.837837837838
1,59,2013-07-05,723.7027027027027
1,60,2013-07-12,861.3243243243244
1,67,2013-07-19,5940.2972972972975
1,71,2013-07-26,2433.6216216216217
1,72,2012-11-02,52229.94594594595
1,74,2012-11-09,8862.972972972973
1,79,2012-11-16,34726.59459459459
1,80,2012-11-23,18027.64864864865
1,81,2012-11-30,29548.432432432433
1,82,2012-12-07,20309.135135135137
1,83,2012-12-14,4549.243243243243
1,85,2012-12-21,3155.4054054054054
1,87,2012-12-28,52942.45945945946
1,90,2013-01-04,93682.83783783784
1,91,2013-01-11,63173.10810810811
1,92,2013-01-18,158847.27027027027
1,93,2013-01-25,81854.08108108108
1,94,2013-02-01,61738.35135135135
1,95,2013-02-08,115324.8918918919
1,96,2013-02-15,31249.45945945946
1,97,2013-02-22,35181.48648648649
1,98,2013-03-01,13302.18918918919
1,1,2013-03-08,21513.81081081081
1,2,2013-03-15,46230.83783783784
1,3,2013-03-22,12084.864864864865
1,4,2013-03-29,43889.24324324324
1,5,2013-04-05,82641.67567567568
1,6,2013-04-12,20725.486486486487
1,7,2013-04-19,83294.45945945945
1,8,2013-04-26,44115.10810810811
1,9,2013-05-03,40543.0
1,10,2013-05-10,35821.35135135135
1,11,2013-05-17,32725.594594594593
1,12,2013-05-24,9310.108108108108
1,13,2013-05-31,37491.83783783784
1,14,2013-06-07,49559.35135135135
1,16,2013-06-14,8294.837837837838
1,17,2013-06-21,13247.18918918919
1,18,2013-06-28,42561.37837837838
1,19,2013-07-05,1105.2432432432433
1,20,2013-07-12,4139.2972972972975
1,21,2013-07-19,9358.54054054054
1,22,2013-07-26,18569.027027027027
1,23,2012-11-02,36839.48648648649
1,24,2012-11-09,12448.891891891892
1,25,2012-11-16,11882.324324324325
1,26,2012-11-23,9236.216216216217
1,27,2012-11-30,2621.6486486486488
1,28,2012-12-07,869.2162162162163
1,29,2012-12-14,5296.054054054054
1,30,2012-12-21,2357.2972972972975
1,31,2012-12-28,1777.1081081081081
1,32,2013-01-04,10236.108108108108
1,33,2013-01-11,10828.216216216217
1,34,2013-01-18,14748.918918918918
1,35,2013-01-25,2544.135135135135
1,36,2013-02-01,2325.4594594594596
1,37,2013-02-08,2649.675675675676
1,38,2013-02-15,70498.43243243243
1,40,2013-02-22,59411.56756756757
1,41,2013-03-01,1495.4054054054054
1,42,2013-03-08,7142.459459459459
1,44,2013-03-15,7803.459459459459
1,46,2013-03-22,19255.324324324323
1,48,2013-03-29,4768.4324324324325
1,49,2013-04-05,9020.972972972973
1,52,2013-04-12,3559.9189189189187
1,54,2013-04-19,72.56756756756756
1,55,2013-04-26,34424.27027027027
1,56,2013-05-03,1537.837837837838
1,58,2013-05-10,4245.513513513513
1,59,2013-05-17,1328.5405405405406
1,60,2013-05-24,938.3513513513514
1,67,2013-05-31,6278.2972972972975
1,71,2013-06-07,3323.9189189189187
1,72,2013-06-14,354263.6216216216
1,74,2013-06-21,15162.81081081081
1,79,2013-06-28,33551.75675675676
1,80,2013-07-05,19731.945945945947
1,81,2013-07-12,30826.0
1,82,2013-07-19,21706.243243243243
1,83,2013-07-26,4546.621621621622
1,85,2012-11-02,3235.5675675675675
1,87,2012-11-09,49496.59459459459
1,90,2012-11-16,99673.02702702703
1,91,2012-11-23,63616.64864864865
1,92,2012-11-30,172490.0810810811
1,93,2012-12-07,84861.1081081081
1,94,2012-12-14,68673.4054054054
1,95,2012-12-21,119785.97297297297
1,96,2012-12-28,36849.13513513513
1,97,2013-01-04,34843.0
1,98,2013-01-11,18576.64864864865
1,99,2013-01-18,3101.6216216216217
1,1,2013-01-25,19818.243243243243
1,2,2013-02-01,47288.94594594595
1,3,2013-02-08,10879.864864864865
1,4,2013-02-15,42572.35135135135
1,5,2013-02-22,56556.43243243243
1,6,2013-03-01,5145.513513513513
1,7,2013-03-08,91414.43243243243
1,8,2013-03-15,39376.83783783784
1,9,2013-03-22,36773.59459459459
1,10,2013-03-29,33346.94594594595
1,11,2013-04-05,31087.243243243243
1,12,2013-04-12,7898.756756756757
1,13,2013-04-19,36862.32432432433
1,14,2013-04-26,47248.24324324324
1,16,2013-05-03,5536.243243243243
1,17,2013-05-10,15478.378378378378
1,18,2013-05-17,59803.16216216216
1,19,2013-05-24,971.1891891891892
1,20,2013-05-31,3559.891891891892
1,21,2013-06-07,10287.702702702703
1,22,2013-06-14,19924.243243243243
1,23,2013-06-21,40819.7027027027
1,24,2013-06-28,12213.243243243243
1,25,2013-07-05,11402.486486486487
1,26,2013-07-12,7829.324324324324
1,27,2013-07-19,2549.054054054054
1,28,2013-07-26,849.8378378378378
1,29,2012-11-02,5041.8378378378375
1,30,2012-11-09,2442.5405405405404
1,31,2012-11-16,2207.2162162162163
1,32,2012-11-23,10065.918918918918
1,33,2012-11-30,10646.405405405405
1,34,2012-12-07,14438.675675675675
1,35,2012-12-14,2642.6216216216217
1,36,2012-12-21,2131.2162162162163
1,37,2012-12-28,2454.4864864864867
1,38,2013-01-04,79874.94594594595
1,40,2013-01-11,61792.56756756757
1,41,2013-01-18,1260.7567567567567
1,42,2013-01-25,6950.108108108108
1,44,2013-02-01,6912.108108108108
1,45,2013-02-08,39.891891891891895
1,46,2013-02-15,18806.513513513513
1,48,2013-02-22,3077.135135135135
1,49,2013-03-01,9838.567567567568
1,52,2013-03-08,4228.945945945946
1,54,2013-03-15,71.94594594594595
1,55,2013-03-22,38138.16216216216
1,56,2013-03-29,1467.6756756756756
1,58,2013-04-05,3098.9189189189187
1,59,2013-04-12,932.3243243243244
1,60,2013-04-19,983.4324324324324
1,67,2013-04-26,6154.1621621621625
1,71,2013-05-03,3132.324324324324
1,72,2013-05-10,121997.91891891892
1,74,2013-05-17,10247.756756756757
1,79,2013-05-24,33907.54054054054
1,80,2013-05-31,18782.08108108108
1,81,2013-06-07,29966.567567567567
1,82,2013-06-14,25570.54054054054
1,83,2013-06-21,4454.918918918919
1,85,2013-06-28,3356.2972972972975
1,87,2013-07-05,48768.86486486487
1,90,2013-07-12,89579.35135135135
1,91,2013-07-19,63770.05405405405
1,92,2013-07-26,166293.54054054053
1,93,2012-11-02,82971.02702702703
1,94,2012-11-09,66419.24324324324
1,95,2012-11-16,115717.1081081081
1,96,2012-11-23,32959.97297297297
1,97,2012-11-30,34267.13513513513
1,98,2012-12-07,16706.567567567567
1,99,2012-12-14,2463.5135135135133
1,1,2012-12-21,63382.05405405405
1,2,2012-12-28,48980.21621621621
1,3,2013-01-04,14132.135135135135
1,4,2013-01-11,42711.35135135135
1,5,2013-01-18,95779.13513513513
1,6,2013-01-25,11107.891891891892
1,7,2013-02-01,106452.86486486487
1,8,2013-02-08,46821.81081081081
1,9,2013-02-15,42918.62162162162
1,10,2013-02-22,33752.89189189189
1,11,2013-03-01,32775.18918918919
1,12,2013-03-08,10511.486486486487
1,13,2013-03-15,38115.56756756757
1,14,2013-03-22,47096.32432432433
1,16,2013-03-29,6896.027027027027
1,17,2013-04-05,15174.135135135135
1,18,2013-04-12,83652.5945945946
1,19,2013-04-19,1017.1351351351351
1,20,2013-04-26,3331.3783783783783
1,21,2013-05-03,9508.18918918919
1,22,2013-05-10,15948.918918918918
1,23,2013-05-17,44468.45945945946
1,24,2013-05-24,12464.54054054054
1,25,2013-05-31,11477.621621621622
1,26,2013-06-07,8580.27027027027
1,27,2013-06-14,4946.540540540541
1,28,2013-06-21,810.027027027027
1,29,2013-06-28,6349.27027027027
1,30,2013-07-05,2535.135135135135
1,31,2013-07-12,5008.783783783784
1,32,2013-07-19,17843.513513513513
1,33,2013-07-26,14810.621621621622
1,34,2012-11-02,14701.756756756757
1,35,2012-11-09,3102.6486486486488
1,36,2012-11-16,1743.2162162162163
1,37,2012-11-23,2711.945945945946
1,38,2012-11-30,79784.37837837837
1,40,2012-12-07,60365.13513513513
1,41,2012-12-14,1578.4324324324325
1,42,2012-12-21,7022.864864864865
1,44,2012-12-28,7497.72972972973
1,45,2013-01-04,11.594594594594595
1,46,2013-01-11,21175.702702702703
1,48,2013-01-18,1575.6756756756756
1,49,2013-01-25,10067.918918918918
1,52,2013-02-01,3109.2702702702704
1,54,2013-02-08,63.432432432432435
1,55,2013-02-15,26364.216216216217
1,56,2013-02-22,1491.1891891891892
1,58,2013-03-01,3362.891891891892
1,59,2013-03-08,5897.72972972973
1,60,2013-03-15,1272.1891891891892
1,67,2013-03-22,12627.783783783783
1,71,2013-03-29,3218.027027027027
1,72,2013-04-05,164907.83783783784
1,74,2013-04-12,10826.162162162162
1,79,2013-04-19,33619.56756756757
1,80,2013-04-26,19314.45945945946
1,81,2013-05-03,32684.702702702703
1,82,2013-05-10,29600.08108108108
1,83,2013-05-17,5472.054054054054
1,85,2013-05-24,6098.945945945946
1,87,2013-05-31,47836.40540540541
1,90,2013-06-07,91965.75675675676
1,91,2013-06-14,68923.81081081081
1,92,2013-06-21,159726.0810810811
1,93,2013-06-28,77500.62162162163
1,94,2013-07-05,60216.7027027027
1,95,2013-07-12,119176.08108108108
1,96,2013-07-19,38113.48648648649
1,97,2013-07-26,37384.97297297297
1,98,2012-11-02,16615.216216216217
1,99,2012-11-09,1910.6756756756756
1,1,2012-11-16,54290.0
1,2,2012-11-23,48731.35135135135
1,3,2012-11-30,10667.891891891892
1,4,2012-12-07,40082.2972972973
1,5,2012-12-14,49331.86486486487
1,6,2012-12-21,13769.324324324325
1,7,2012-12-28,126553.37837837837
1,8,2013-01-04,36607.05405405405
1,9,2013-01-11,26305.297297297297
1,10,2013-01-18,29351.27027027027
1,11,2013-01-25,30647.45945945946
1,12,2013-02-01,7523.621621621622
1,13,2013-02-08,35888.02702702703
1,14,2013-02-15,24018.513513513513
1,16,2013-02-22,5130.243243243243
1,17,2013-03-01,13450.432432432432
1,18,2013-03-08,40875.10810810811
1,19,2013-03-15,920.3513513513514
1,20,2013-03-22,3441.108108108108
1,21,2013-03-29,10383.135135135135
1,22,2013-04-05,12084.567567567568
1,23,2013-04-12,38691.54054054054
1,24,2013-04-19,11629.81081081081
1,25,2013-04-26,11748.378378378378
1,26,2013-05-03,9238.783783783783
1,27,2013-05-10,3660.108108108108
1,28,2013-05-17,842.5405405405405
1,29,2013-05-24,8770.216216216217
1,30,2013-05-31,2540.7837837837837
1,31,2013-06-07,3708.2702702702704
1,32,2013-06-14,17030.0
1,33,2013-06-21,13222.432432432432
1,34,2013-06-28,13593.918918918918
1,35,2013-07-05,3325.135135135135
1,36,2013-07-12,2536.0810810810813
1,37,2013-07-19,2514.6486486486488
1,38,2013-07-26,86257.2972972973
1,40,2012-11-02,63069.02702702703
1,41,2012-11-09,1979.7027027027027
1,42,2012-11-16,6150.189189189189
1,44,2012-11-23,6591.918918918919
1,46,2012-11-30,28255.864864864863
1,48,2012-12-07,1915.2432432432433
1,49,2012-12-14,10001.675675675675
1,52,2012-12-21,2976.864864864865
1,54,2012-12-28,139.51351351351352
1,55,2013-01-04,22123.027027027027
1,56,2013-01-11,1590.6756756756756
1,58,2013-01-18,2629.0
1,59,2013-01-25,5200.378378378378
1,60,2013-02-01,1292.162162162162
1,67,2013-02-08,10766.702702702703
1,71,2013-02-15,2742.945945945946
1,72,2013-02-22,68635.72972972973
1,74,2013-03-01,9516.027027027027
1,79,2013-03-08,34245.97297297297
1,80,2013-03-15,18915.45945945946
1,81,2013-03-22,28942.972972972973
1,82,2013-03-29,38592.86486486487
1,83,2013-04-05,5455.108108108108
1,85,2013-04-12,6779.810810810811
1,87,2013-04-19,50427.62162162162
1,90,2013-04-26,89080.83783783784
1,91,2013-05-03,63661.05405405405
1,92,2013-05-10,155430.35135135136
1,93,2013-05-17,75640.91891891892
1,94,2013-05-24,57789.13513513513
1,95,2013-05-31,116144.72972972973
1,96,2013-06-07,32063.64864864865
1,97,2013-06-14,35010.27027027027
1,98,2013-06-21,17252.972972972973
1,99,2013-06-28,1126.2162162162163
1,1,2013-07-05,81378.54054054055
1,2,2013-07-12,48790.83783783784
1,3,2013-07-19,17300.297297297297
1,4,2013-07-26,43100.02702702703
1,5,2012-11-02,104542.94594594595
1,6,2012-11-09,31124.405405405407
1,7,2012-11-16,247210.05405405405
1,8,2012-11-23,53560.83783783784
1,9,2012-11-30,46608.02702702703
1,10,2012-12-07,37848.72972972973
1,11,2012-12-14,35308.05405405405
1,12,2012-12-21,9706.243243243243
1,13,2012-12-28,36277.56756756757
1,14,2013-01-04,64108.91891891892
1,16,2013-01-11,8548.216216216217
1,17,2013-01-18,23228.054054054053
1,18,2013-01-25,25865.405405405407
1,19,2013-02-01,967.3243243243244
1,20,2013-02-08,3676.054054054054
1,21,2013-02-15,10775.324324324325
1,22,2013-02-22,18252.054054054053
1,23,2013-03-01,69693.37837837837
1,24,2013-03-08,14334.054054054053
1,25,2013-03-15,14203.45945945946
1,26,2013-03-22,11125.162162162162
1,27,2013-03-29,5677.0
1,28,2013-04-05,801.9459459459459
1,29,2013-04-12,12379.432432432432
1,30,2013-04-19,2875.972972972973
1,31,2013-04-26,5420.216216216216
1,32,2013-05-03,52814.51351351351
1,33,2013-05-10,28123.216216216217
1,34,2013-05-17,15301.054054054053
1,35,2013-05-24,3145.5135135135133
1,36,2013-05-31,3062.324324324324
1,37,2013-06-07,2483.162162162162
1,38,2013-06-14,76378.56756756757
1,40,2013-06-21,62913.64864864865
1,41,2013-06-28,3401.891891891892
1,42,2013-07-05,6844.648648648648
1,44,2013-07-12,7699.378378378378
1,46,2013-07-19,48618.45945945946
1,47,2013-07-26,91.10810810810811
1,48,2012-11-02,3059.2162162162163
1,49,2012-11-09,9752.108108108108
1,52,2012-11-16,2827.7297297297296
1,54,2012-11-23,161.9189189189189
1,55,2012-11-30,43352.48648648649
1,56,2012-12-07,830.918918918919
1,58,2012-12-14,3325.7837837837837
1,59,2012-12-21,7007.918918918919
1,60,2012-12-28,1199.081081081081
1,67,2013-01-04,17608.72972972973
1,71,2013-01-11,3721.7027027027025
1,72,2013-01-18,127516.05405405405
1,74,2013-01-25,14452.945945945947
1,79,2013-02-01,33741.97297297297
1,80,2013-02-08,21459.297297297297
1,81,2013-02-15,33215.24324324324
1,82,2013-02-22,56255.37837837838
1,83,2013-03-01,5666.621621621622
1,85,2013-03-08,7717.2972972972975
1,87,2013-03-15,48426.54054054054
1,90,2013-03-22,92652.4054054054
1,91,2013-03-29,64811.64864864865
1,92,2013-04-05,172096.0810810811
1,93,2013-04-12,80275.16216216216
1,94,2013-04-19,59810.59459459459
1,95,2013-04-26,116319.64864864865
1,96,2013-05-03,35901.54054054054
1,97,2013-05-10,35396.16216216216
1,98,2013-05-17,19760.027027027027
1,99,2013-05-24,2151.0810810810813
1,1,2013-05-31,21634.64864864865
1,2,2013-06-07,44559.94594594595
1,3,2013-06-14,8287.594594594595
1,4,2013-06-21,38358.89189189189
1,5,2013-06-28,41006.67567567567
1,6,2013-07-05,7476.945945945946
1,7,2013-07-12,42879.91891891892
1,8,2013-07-19,33581.2972972973
1,9,2013-07-26,32639.08108108108
1,10,2012-11-02,33074.67567567567
1,11,2012-11-09,27236.108108108107
1,12,2012-11-16,7507.4324324324325
1,13,2012-11-23,33815.35135135135
1,14,2012-11-30,30821.135135135137
1,16,2012-12-07,5088.2972972972975
1,17,2012-12-14,12745.351351351352
1,18,2012-12-21,17932.108108108107
1,19,2012-12-28,925.7297297297297
1,20,2013-01-04,4143.756756756757
1,21,2013-01-11,11082.648648648648
1,22,2013-01-18,14084.567567567568
1,23,2013-01-25,31302.027027027027
1,24,2013-02-01,3993.864864864865
1,25,2013-02-08,10841.72972972973
1,26,2013-02-15,6601.027027027027
1,27,2013-02-22,2761.4864864864867
1,28,2013-03-01,688.6216216216217
1,29,2013-03-08,8102.864864864865
1,30,2013-03-15,2785.054054054054
1,31,2013-03-22,2283.0810810810813
1,32,2013-03-29,11349.45945945946
1,33,2013-04-05,5375.216216216216
1,34,2013-04-12,10916.243243243243
1,35,2013-04-19,2821.6486486486488
1,36,2013-04-26,2171.5675675675675
1,37,2013-05-03,2415.7027027027025
1,38,2013-05-10,65856.5945945946
1,40,2013-05-17,57720.64864864865
1,41,2013-05-24,1953.945945945946
1,42,2013-05-31,6577.756756756757
1,44,2013-06-07,4628.972972972973
1,46,2013-06-14,31515.756756756757
1,48,2013-06-21,2279.0810810810813
1,49,2013-06-28,11321.918918918918
1,52,2013-07-05,1960.3783783783783
1,54,2013-07-12,133.05405405405406
1,55,2013-07-19,34443.35135135135
1,56,2013-07-26,536.6486486486486
1,58,2012-11-02,3363.2702702702704
1,59,2012-11-09,3160.4054054054054
1,60,2012-11-16,759.2162162162163
1,67,2012-11-23,6868.540540540541
1,71,2012-11-30,3658.5135135135133
1,72,2012-12-07,82255.16216216216
1,74,2012-12-14,13016.918918918918
1,79,2012-12-21,30480.783783783783
1,80,2012-12-28,18261.297297297297
1,81,2013-01-04,27742.54054054054
1,82,2013-01-11,49245.21621621621
1,83,2013-01-18,5035.486486486487
1,85,2013-01-25,5811.2972972972975
1,87,2013-02-01,47345.08108108108
1,90,2013-02-08,86570.78378378379
1,91,2013-02-15,57046.0
1,92,2013-02-22,164876.67567567568
1,93,2013-03-01,78470.94594594595
1,94,2013-03-08,60819.10810810811
1,95,2013-03-15,106866.54054054055
1,96,2013-03-22,37269.78378378379
1,97,2013-03-29,31318.45945945946
1,98,2013-04-05,12690.837837837838
1,99,2013-04-12,419.4594594594595
1,1,2013-04-19,16862.62162162162
1,2,2013-04-26,42930.45945945946
1,3,2013-05-03,14163.675675675675
1,4,2013-05-10,36935.64864864865
1,5,2013-05-17,26566.675675675677
1,6,2013-05-24,2738.135135135135
1,7,2013-06-07,10746.945945945947
1,8,2013-07-05,37366.52252252252
1,9,2012-11-02,16972.81081081081
1,10,2012-11-09,25230.027027027027
1,11,2012-11-16,24763.216216216217
1,12,2012-11-23,7963.783783783784
1,13,2012-11-30,38304.51351351351
1,14,2012-12-07,15536.837837837838
1,16,2012-12-14,6728.117117117117
1,17,2012-12-21,8527.45945945946
1,18,2012-12-28,5302.459459459459
1,19,2013-01-04,828.1351351351351
1,20,2013-01-11,3891.675675675676
1,21,2013-01-18,7435.027027027027
1,22,2013-01-25,7537.2972972972975
1,23,2013-02-01,18330.513513513513
1,24,2013-02-08,4570.513513513513
1,25,2013-02-15,6926.810810810811
1,26,2013-02-22,4322.486486486487
1,27,2013-03-01,1783.4603603603603
1,28,2013-03-08,730.027027027027
1,29,2013-03-15,5168.189189189189
1,30,2013-03-22,2616.7837837837837
1,31,2013-03-29,2679.135135135135
1,32,2013-04-05,5219.468468468468
1,33,2013-04-12,4398.7027027027025
1,34,2013-04-19,9280.864864864865
1,35,2013-04-26,1796.7297297297298
1,36,2013-05-03,1104.1081081081081
1,37,2013-05-10,2672.810810810811
1,38,2013-05-17,77779.62162162163
1,40,2013-05-24,61250.24324324324
1,41,2013-05-31,372.1081081081081
1,42,2013-06-07,7441.513513513513
1,44,2013-06-14,4220.381595881595
1,46,2013-06-21,16075.081081081082
1,48,2013-06-28,992.4324324324324
1,49,2013-07-05,10860.250965250965
1,52,2013-07-12,1695.1081081081081
1,54,2013-07-19,40.108108108108105
1,55,2013-07-26,11530.27027027027
1,56,2012-11-02,1327.3918918918919
1,58,2012-11-09,2028.054054054054
1,59,2012-11-16,301.86486486486484
1,60,2012-11-23,1023.5405405405405
1,67,2012-11-30,5673.014414414414
1,71,2012-12-07,2808.5405405405404
1,72,2012-12-14,43069.91891891892
1,74,2012-12-21,12175.243243243243
1,79,2012-12-28,33684.45945945946
1,80,2013-01-04,18459.486486486487
1,81,2013-01-11,30091.91891891892
1,82,2013-01-18,18919.18018018018
1,83,2013-01-25,5873.081081081081
1,85,2013-02-01,2823.6486486486488
1,87,2013-02-08,42131.45945945946
1,90,2013-02-15,86589.75675675676
1,91,2013-02-22,66300.18918918919
1,92,2013-03-01,152810.56756756757
1,93,2013-03-08,69059.21621621621
1,94,2013-03-15,61195.10810810811
1,95,2013-03-22,110593.98198198198
1,96,2013-03-29,25308.324324324323
1,97,2013-04-05,35249.13513513513
1,98,2013-04-12,12245.054054054053
1,1,2013-04-19,16890.216216216217
1,2,2013-04-26,43416.7027027027
1,3,2013-05-03,14369.243243243243
1,4,2013-05-10,35756.86486486487
1,5,2013-05-17,26224.37837837838
1,6,2013-05-24,3860.864864864865
1,7,2013-05-31,11252.243243243243
1,8,2013-06-07,36296.40540540541
1,9,2013-06-14,17617.054054054053
1,10,2013-06-21,24239.432432432433
1,11,2013-06-28,24234.702702702703
1,12,2013-07-05,7839.486486486487
